transaction_id,product_id,quantity,date
79,800,2,2024-02-01 22:52:00.564389
80,765,7,2022-03-07 19:52:03.531821
81,791,2,2023-04-26 23:28:03.776851
82,642,10,2024-04-14 05:48:31.334583
83,387,4,2022-03-26 20:19:33.648713
84,86,7,2023-06-10 13:10:19.633186
85,969,5,2023-03-14 03:57:28.458168
86,314,2,2022-09-13 20:12:10.147882
87,472,5,2023-12-26 00:57:59.222766
88,828,3,2022-06-24 01:56:06.225768
89,379,7,2024-01-19 10:26:38.730530
90,864,7,2022-07-10 02:33:13.917997
91,887,4,2022-02-14 12:52:21.952872
92,892,7,2022-10-07 23:41:05.201992
93,969,2,2022-09-13 13:05:52.943906
94,602,7,2024-04-28 22:04:11.218342
95,291,4,2022-04-01 13:13:12.492374
96,499,5,2023-01-11 03:41:24.451251
97,6,7,2023-08-29 15:06:51.082124
98,794,1,2022-10-20 11:44:08.934249
99,584,9,2022-05-12 02:48:14.278503
100,867,6,2024-02-13 18:26:39.023110
101,934,6,2023-04-29 17:57:43.032562
102,215,1,2022-03-23 00:53:14.682500
103,614,1,2023-12-02 20:29:57.349161
104,948,4,2024-02-22 17:33:46.592886
105,308,1,2022-02-07 01:47:25.150695
106,535,2,2022-06-02 10:37:10.489666
107,937,7,2023-10-20 21:35:12.944413
108,317,5,2023-08-12 20:17:38.344385
109,417,9,2022-12-01 17:38:52.671401
110,244,5,2024-03-04 19:42:42.589899
111,738,5,2023-08-10 04:47:20.252206
112,888,4,2023-04-22 05:09:15.164740
113,528,4,2023-11-09 07:56:33.026290
114,579,4,2024-03-26 14:21:48.727141
115,850,6,2023-07-01 06:55:47.191388
116,512,6,2023-04-25 23:52:25.012749
117,951,7,2023-08-10 03:52:10.624441
118,597,5,2024-02-22 04:07:04.864979
119,731,9,2023-02-22 07:48:20.579861
120,696,7,2023-09-26 15:34:47.609520
121,633,2,2022-03-22 11:31:17.548181
122,656,9,2023-04-28 21:12:02.417320
123,761,9,2022-01-08 22:33:29.704503
124,261,5,2022-01-29 03:56:42.772948
125,115,2,2022-04-12 11:24:59.190290
126,674,6,2023-04-14 23:35:16.688891
127,337,6,2024-01-15 09:10:38.210160
128,79,9,2022-12-12 06:51:02.068570
129,606,8,2024-02-07 12:47:32.331836
130,344,6,2022-05-30 15:50:42.490491
131,911,4,2022-08-01 19:50:16.425938
132,494,6,2022-09-24 20:54:35.254373
133,210,10,2023-02-20 13:06:01.380309
134,934,2,2023-06-21 16:18:33.443363
135,446,2,2023-04-16 15:44:32.965845
136,70,5,2022-05-30 05:56:56.240373
137,775,9,2022-05-20 01:31:13.269544
138,833,7,2023-11-05 02:04:46.120366
139,856,9,2024-03-09 13:50:41.138564
140,365,3,2022-06-18 09:48:31.607292
141,659,6,2022-11-23 21:54:29.066176
142,652,4,2024-04-02 18:12:45.239395
143,721,3,2023-04-25 01:48:59.582639
144,108,7,2023-01-30 23:12:10.463495
145,139,8,2023-11-04 01:58:46.382058
146,656,1,2023-08-17 19:02:27.748881
147,255,6,2022-03-07 19:31:22.494936
148,109,3,2022-11-22 05:40:26.286658
149,643,3,2023-05-06 09:39:22.080643
150,471,9,2023-08-06 00:02:47.441193
151,576,4,2023-02-15 04:23:54.019920
152,355,9,2023-10-05 11:28:38.422210
153,796,1,2023-10-04 00:22:18.670377
154,285,7,2023-11-14 14:27:31.441421
155,516,6,2022-12-19 11:30:07.345595
156,963,7,2023-05-05 18:23:26.856373
157,335,6,2023-08-07 12:48:47.805802
158,248,2,2023-10-26 20:59:00.919472
159,486,1,2023-08-13 10:06:06.142763
160,260,6,2023-10-22 03:55:21.316785
161,754,10,2024-02-24 14:06:02.558534
162,400,4,2023-11-06 21:56:09.727785
163,554,5,2022-02-09 16:15:40.579184
164,195,1,2022-12-08 13:05:46.511146
165,479,5,2022-12-25 04:56:50.738651
166,691,5,2022-11-17 14:07:14.748074
167,426,7,2023-11-24 06:24:03.756613
168,980,4,2022-11-18 17:02:37.350169
169,686,5,2023-12-02 20:00:38.841202
170,328,5,2023-07-07 08:58:22.444675
171,22,7,2022-08-23 16:53:53.733636
172,289,1,2024-01-19 13:06:43.159244
173,993,3,2024-03-12 09:06:08.497715
174,66,10,2023-11-29 01:01:32.255680
175,604,6,2024-03-22 16:27:55.541274
176,796,7,2023-08-20 12:49:54.042633
177,806,2,2023-11-05 20:14:38.034921
178,318,7,2023-08-28 07:02:19.895187
179,803,6,2022-08-03 04:07:19.770880
180,947,4,2023-06-30 06:10:47.348387
181,184,4,2022-02-05 08:20:12.180465
182,776,7,2023-01-22 10:33:51.994544
183,72,6,2022-03-04 12:19:24.082952
184,861,5,2022-12-31 14:45:09.608423
185,70,5,2023-09-09 11:15:22.850216
186,803,7,2023-07-11 01:33:03.650098
187,62,6,2022-09-10 23:46:09.937637
188,173,4,2023-12-28 13:26:55.091114
189,441,5,2024-03-04 13:07:00.675098
190,186,4,2022-02-06 02:38:30.041172
191,565,4,2022-04-09 13:40:56.867190
192,969,5,2022-12-15 19:19:20.640939
193,884,5,2022-02-09 02:13:49.574886
194,931,7,2022-05-29 08:33:25.977653
195,625,2,2022-10-07 18:12:34.438190
196,602,2,2023-11-05 00:42:52.548682
197,192,5,2023-12-23 13:26:30.068797
198,230,2,2022-10-18 12:48:13.153488
199,441,8,2022-10-03 06:17:29.482413
200,666,5,2022-09-08 22:44:06.317256
201,74,2,2022-11-13 22:23:50.512413
202,217,2,2024-03-05 15:42:15.540607
203,785,7,2022-05-13 01:56:41.485104
204,268,10,2023-06-25 08:40:53.226159
205,224,9,2023-07-03 17:46:25.871405
206,150,7,2022-12-29 17:47:45.374630
207,508,2,2022-01-13 11:19:21.391001
208,122,2,2022-05-20 04:15:17.872273
209,17,3,2022-09-25 08:32:06.549988
210,521,10,2023-01-07 17:11:12.954337
211,607,7,2023-01-25 18:56:06.019839
212,709,5,2023-01-18 11:40:39.541829
213,775,8,2024-03-17 09:14:05.760697
214,933,4,2024-04-11 13:24:35.986387
215,673,8,2023-08-17 01:28:56.232837
216,332,4,2023-06-23 17:32:39.911469
217,286,3,2022-06-26 15:20:29.842754
218,613,1,2022-10-10 07:06:09.611782
219,476,6,2023-05-13 10:17:29.734405
220,640,7,2024-01-12 11:19:39.088661
221,342,7,2023-12-17 02:01:20.069846
222,95,2,2022-05-24 15:24:59.355978
223,953,8,2022-11-21 17:16:55.373808
224,287,1,2022-01-27 02:30:59.412409
225,804,8,2024-04-15 20:59:13.554923
226,374,6,2022-02-09 01:36:50.141123
227,179,9,2022-12-07 15:17:56.948291
228,889,8,2022-03-09 08:58:17.919353
229,905,9,2023-03-10 02:54:22.119363
230,864,7,2023-08-02 00:48:45.841620
231,453,9,2024-03-26 03:40:55.303951
232,577,3,2023-01-05 03:10:20.396998
233,441,9,2023-01-15 03:30:24.297935
234,20,5,2023-09-14 17:27:17.598114
235,116,6,2023-10-28 16:20:15.943628
236,945,9,2022-07-30 01:36:58.573281
237,647,7,2023-08-19 09:20:18.257713
238,298,8,2024-04-09 20:34:52.927397
239,849,5,2023-05-31 16:22:47.833746
240,664,9,2024-01-29 10:28:09.196591
241,679,8,2022-02-12 23:31:33.842135
242,128,4,2022-06-30 09:52:15.623634
243,148,6,2023-10-20 17:05:27.181248
244,331,3,2022-04-15 00:26:00.489904
245,258,8,2022-12-05 12:39:22.122193
246,171,8,2022-10-21 07:30:51.542258
247,446,6,2022-08-09 16:05:11.496939
248,343,3,2022-01-31 23:35:18.544603
249,598,8,2022-07-22 09:50:50.424782
250,39,5,2022-03-24 06:24:49.032924
251,424,1,2022-10-24 00:58:10.540775
252,310,9,2024-01-13 16:13:00.080999
253,535,9,2023-08-04 00:57:13.074607
254,512,6,2022-11-01 17:59:31.971110
255,62,2,2022-12-16 00:38:06.075023
256,361,3,2023-12-14 04:03:03.525347
257,398,1,2022-12-01 09:29:12.893860
258,960,9,2024-04-02 18:56:33.049978
259,451,2,2023-03-11 14:53:44.936830
260,191,5,2022-08-29 16:40:48.337550
261,252,9,2023-04-21 21:12:26.498675
262,942,1,2022-02-07 16:15:09.497025
263,972,3,2022-12-22 12:39:40.272714
264,366,2,2022-06-20 10:24:23.890683
265,797,7,2023-10-05 04:49:47.196473
266,510,10,2023-03-08 11:52:09.734707
267,384,2,2022-12-30 23:32:37.833889
268,117,1,2023-10-21 18:34:07.757640
269,885,5,2024-01-10 22:25:15.911888
270,383,3,2024-03-09 02:07:13.416146
271,555,5,2022-08-17 02:07:20.416759
272,908,9,2022-10-05 18:13:37.520750
273,652,5,2022-04-04 18:37:22.039994
274,470,3,2022-09-27 01:24:31.915491
275,29,6,2022-08-01 09:40:29.102766
276,373,8,2023-05-21 08:09:20.506463
277,549,9,2024-04-13 13:31:38.141989
278,536,4,2022-02-03 13:24:06.954951
279,662,9,2023-08-16 20:24:46.442361
280,155,4,2022-05-24 00:35:39.233393
281,77,3,2024-04-28 10:23:47.846646
282,239,8,2023-05-04 00:22:46.500976
283,360,4,2023-02-28 19:35:43.815646
284,319,2,2023-05-01 04:04:18.031026
285,223,10,2023-06-04 11:39:59.220006
286,276,7,2023-11-12 16:32:24.745511
287,748,5,2023-05-12 20:20:20.533035
288,513,2,2022-11-26 10:15:41.899418
289,752,9,2022-02-02 16:57:07.017902
290,316,3,2022-12-20 18:40:41.597315
291,705,3,2022-07-19 07:31:35.487942
292,87,8,2022-08-30 12:30:09.935229
293,619,2,2024-03-10 14:50:36.251031
294,815,6,2022-05-16 22:05:28.506844
295,660,6,2024-01-17 20:53:37.192220
296,876,7,2023-03-08 05:37:49.840431
297,271,9,2022-02-15 10:50:15.960728
298,857,6,2022-01-21 20:23:33.923142
299,571,3,2023-09-20 13:57:35.164740
300,113,4,2022-06-24 23:32:34.388466
301,774,9,2023-03-31 14:04:13.781368
302,422,2,2023-11-21 04:51:15.678751
303,508,4,2022-02-05 20:14:37.098297
304,739,6,2022-04-22 02:52:46.531873
305,539,9,2022-07-21 01:49:19.839639
306,626,10,2022-11-23 06:32:17.621325
307,495,8,2023-12-05 12:23:56.371604
308,877,7,2024-03-13 05:34:20.320681
309,768,9,2022-01-15 17:18:27.430694
310,364,2,2024-02-19 16:29:53.958862
311,54,9,2023-05-11 00:52:26.934333
312,534,6,2023-06-27 22:35:01.572292
313,171,9,2023-08-16 17:22:46.435530
314,863,5,2023-11-24 11:47:28.025517
315,608,8,2023-05-26 12:47:36.658137
316,82,2,2024-02-25 19:56:44.208574
317,364,8,2023-09-19 07:05:59.784533
318,97,2,2023-10-19 09:14:16.663960
319,875,9,2022-04-05 18:26:21.356845
320,14,6,2023-08-19 19:49:45.268202
321,276,2,2022-03-31 15:32:51.038827
322,596,1,2022-11-04 15:44:26.073446
323,635,5,2023-01-09 21:46:27.278879
324,329,7,2022-10-10 18:02:34.534162
325,141,4,2023-05-21 21:06:32.524012
326,21,6,2022-07-25 16:17:30.378907
327,940,8,2022-02-14 07:38:26.124674
328,423,8,2022-02-07 13:47:00.957307
329,168,9,2022-08-21 21:41:44.192043
330,957,2,2023-02-06 01:01:08.592793
331,708,1,2024-02-11 23:52:25.494891
332,733,2,2022-11-16 21:16:10.141864
333,123,9,2022-04-20 17:41:12.969867
334,546,8,2022-07-25 17:43:55.134419
335,69,8,2023-07-23 17:20:03.910399
336,286,4,2022-11-03 22:07:43.325590
337,376,8,2023-10-25 15:47:33.302147
338,40,4,2022-08-07 03:01:55.442006
339,998,10,2023-03-20 15:48:14.938663
340,294,7,2023-01-21 05:27:23.577111
341,1,6,2022-05-29 17:13:37.208288
342,743,5,2024-03-11 21:08:15.062082
343,834,10,2022-02-25 17:00:47.974492
344,389,10,2024-04-03 12:48:58.362713
345,929,4,2023-12-28 04:02:55.418726
346,752,1,2023-09-17 10:06:10.132763
347,725,8,2023-09-23 06:44:48.399004
348,403,1,2022-08-06 20:25:28.662428
349,465,9,2023-06-20 02:01:14.518917
350,521,2,2022-02-23 15:08:37.197148
351,674,5,2022-07-16 13:12:38.571587
352,643,8,2024-03-27 00:36:16.990664
353,59,8,2022-05-16 06:02:51.403187
354,993,2,2022-05-02 10:34:13.185518
355,344,6,2023-11-01 12:02:46.256563
356,351,9,2022-05-06 11:37:28.771025
357,482,6,2022-08-21 01:16:54.415554
358,424,4,2023-06-22 23:21:31.090285
359,885,8,2024-01-20 03:09:56.862288
360,464,7,2023-02-15 22:54:41.865027
361,540,5,2022-10-05 02:10:06.483701
362,938,7,2022-08-19 21:45:35.432614
363,948,7,2024-04-28 03:30:53.201852
364,660,4,2024-04-01 09:43:58.869611
365,603,7,2023-07-31 19:21:33.038064
366,322,4,2022-04-13 03:27:43.358569
367,188,5,2023-05-13 01:37:16.620723
368,835,5,2022-03-08 00:44:43.836479
369,781,9,2022-04-09 06:08:54.779244
370,632,5,2022-04-20 01:43:50.813778
371,779,9,2022-05-13 00:55:24.184520
372,37,4,2023-02-20 01:28:59.644596
373,842,10,2024-01-04 19:49:37.579129
374,718,8,2022-10-03 11:27:09.179796
375,741,5,2022-11-30 11:06:41.237639
376,172,5,2022-01-09 05:08:13.321822
377,239,5,2022-05-06 08:33:51.575945
378,918,6,2022-07-09 15:37:04.308007
379,903,4,2023-09-24 05:29:16.560807
380,627,4,2022-11-27 18:59:01.336524
381,569,4,2023-06-03 06:42:50.455768
382,452,6,2022-06-30 01:30:40.145585
383,343,8,2022-01-06 14:34:18.713627
384,772,2,2023-06-12 17:53:32.562394
385,182,7,2023-11-14 14:34:19.829794
386,669,2,2022-06-19 13:05:53.301119
387,159,4,2022-04-25 20:37:23.630211
388,656,8,2023-12-01 19:05:46.944283
389,272,4,2024-04-01 04:26:23.013050
390,494,8,2024-02-18 23:03:52.156798
391,681,4,2023-12-27 15:00:41.212783
392,502,1,2022-03-06 07:21:09.854727
393,116,7,2022-04-22 16:49:23.139302
394,848,2,2023-12-14 08:09:36.483885
395,970,3,2024-04-20 17:20:19.559240
396,825,6,2022-02-22 20:26:47.050895
397,458,2,2022-10-12 18:30:24.140834
398,753,5,2023-04-10 11:22:50.324300
399,364,3,2024-03-06 04:34:56.239882
400,328,7,2023-08-30 21:07:57.705622
401,68,3,2023-07-31 21:22:51.853262
402,104,1,2023-01-02 06:04:07.598728
403,430,10,2022-07-11 22:31:57.235505
404,944,2,2022-10-11 19:09:14.156943
405,788,6,2023-01-31 02:34:04.170905
406,165,3,2022-04-30 13:53:51.350862
407,931,6,2023-04-01 00:06:39.978566
408,475,5,2023-08-11 00:19:07.528625
409,665,9,2023-11-13 09:50:04.087694
410,309,9,2022-09-10 04:34:46.215110
411,358,7,2022-12-23 18:00:51.244727
412,898,3,2023-11-17 15:01:38.003551
413,820,2,2023-05-23 09:23:07.627552
414,186,9,2022-01-11 00:51:26.159791
415,495,2,2023-03-13 02:46:11.025512
416,491,5,2024-01-14 13:33:49.288818
417,340,2,2024-02-25 03:28:42.286731
418,589,9,2023-11-26 16:23:45.108337
419,612,5,2022-10-28 06:15:58.662036
420,575,5,2022-02-07 15:11:21.826086
421,419,7,2023-09-26 00:00:53.638392
422,602,1,2024-01-18 03:10:19.634134
423,208,2,2022-12-13 07:54:24.082318
424,620,8,2022-07-04 13:19:34.597898
425,350,9,2022-02-08 15:41:15.723807
426,692,5,2024-01-27 02:27:21.675329
427,716,10,2023-06-21 18:40:33.089640
428,419,7,2023-11-04 08:26:36.512659
429,164,6,2022-01-03 21:00:15.344080
430,995,10,2024-01-05 21:09:49.225960
431,376,6,2022-07-31 05:52:27.067090
432,631,1,2024-03-15 09:50:57.426962
433,605,5,2022-06-05 06:09:33.857442
434,56,7,2023-10-22 15:43:01.896649
435,332,5,2024-03-16 06:42:19.288339
436,807,7,2022-08-09 06:37:27.431837
437,523,6,2022-10-29 09:18:46.535571
438,724,1,2023-03-19 06:36:35.141237
439,789,7,2023-10-29 09:22:05.480406
440,678,4,2023-02-14 00:16:56.073120
441,514,8,2022-07-08 01:32:24.453512
442,272,10,2022-08-23 21:58:51.112373
443,806,5,2022-02-05 17:55:21.279920
444,910,4,2024-03-29 23:19:31.260184
445,478,7,2022-03-23 21:46:16.261216
446,765,8,2024-04-23 19:33:08.356265
447,798,9,2022-07-12 19:46:57.367204
448,155,1,2023-05-01 23:13:00.822309
449,581,9,2022-12-16 09:29:37.009831
450,216,5,2023-09-09 05:03:59.274134
451,11,2,2022-05-18 19:29:44.740108
452,210,7,2022-01-01 22:22:46.819646
453,657,6,2022-05-24 20:13:13.235178
454,11,3,2023-08-13 21:46:22.086620
455,109,5,2022-01-25 16:07:20.238299
456,297,4,2024-04-25 23:26:05.232821
457,884,1,2022-04-14 04:26:10.093446
458,6,2,2023-01-16 11:58:51.655464
459,622,2,2023-03-09 08:48:00.293341
460,933,6,2023-10-28 17:46:52.773385
461,107,10,2023-10-07 00:00:30.916221
462,971,3,2022-11-05 07:58:16.758110
463,809,6,2023-06-01 08:54:44.916251
464,552,5,2022-07-04 15:05:49.120126
465,269,9,2023-02-01 03:34:40.427248
466,758,4,2023-06-30 06:11:18.966131
467,565,7,2023-05-04 03:45:31.167893
468,384,9,2022-06-08 13:51:44.292679
469,703,1,2023-02-12 13:25:34.594173
470,685,8,2023-11-08 23:29:59.022549
471,520,6,2022-09-21 04:14:39.719926
472,944,1,2023-06-14 17:00:41.539209
473,187,1,2023-10-02 22:08:13.676217
474,516,6,2024-01-27 06:12:26.932245
475,116,4,2023-09-30 08:54:53.991947
476,921,5,2022-01-18 02:08:03.130789
477,344,8,2022-12-19 02:38:16.410188
478,378,1,2023-10-03 05:43:43.293555
479,328,3,2023-04-09 18:39:25.737981
480,292,5,2022-04-28 16:26:45.973018
481,240,8,2022-03-12 16:27:57.930592
482,407,1,2023-10-06 16:15:31.767243
483,206,10,2023-11-02 18:06:48.418041
484,787,7,2023-03-12 23:27:24.476635
485,807,5,2023-03-07 04:07:13.831325
486,156,7,2024-02-06 23:51:37.907902
487,669,7,2023-08-10 03:08:22.669339
488,862,5,2022-08-14 06:02:20.997485
489,462,9,2022-12-29 20:34:28.753094
490,809,6,2022-10-15 17:16:53.419063
491,73,2,2023-09-13 16:23:22.533733
492,253,4,2022-03-19 14:38:31.807080
493,518,8,2023-09-17 06:33:18.719375
494,260,3,2022-03-04 13:16:34.816684
495,599,2,2022-05-21 05:10:16.765609
496,749,5,2022-09-22 03:16:46.143439
497,716,7,2023-10-16 02:17:53.185261
498,49,6,2023-01-27 19:46:02.954255
499,729,2,2023-10-15 22:26:34.101737
500,963,6,2023-10-22 09:12:28.143652
501,393,3,2022-06-19 16:32:11.575049
502,783,6,2024-03-22 14:53:56.895731
503,71,5,2023-05-03 07:35:27.701199
504,837,6,2023-12-13 22:21:06.583620
505,252,7,2024-02-28 02:28:52.589372
506,18,9,2023-05-19 18:44:39.723301
507,666,3,2022-01-27 17:20:12.506598
508,41,9,2023-03-29 12:07:01.341658
509,347,8,2023-01-06 12:29:02.711964
510,171,9,2022-01-04 21:24:31.722069
511,743,7,2022-06-30 21:38:55.169502
512,224,3,2022-05-27 23:13:11.322225
513,176,2,2024-02-13 03:47:33.044310
514,647,2,2022-10-01 02:03:22.847901
515,79,7,2024-04-13 21:04:52.997797
516,231,3,2022-09-26 05:32:06.254216
517,698,3,2022-02-28 23:32:57.788450
518,971,9,2022-11-01 02:29:03.630406
519,313,3,2023-10-18 08:52:28.323385
520,528,3,2023-03-17 10:07:35.125178
521,763,2,2022-04-04 08:05:37.458556
522,663,1,2024-02-23 14:23:19.275828
523,244,2,2023-03-01 10:02:09.044391
524,413,7,2023-09-04 00:49:15.395562
525,204,10,2023-09-04 08:12:59.373211
526,475,3,2022-11-20 10:03:20.702023
527,803,6,2023-12-18 06:31:54.523965
528,695,8,2022-12-14 18:18:56.024652
529,190,4,2022-10-31 10:47:45.490691
530,277,6,2024-01-20 10:19:40.549096
531,443,2,2023-03-24 14:07:46.654241
532,711,7,2022-10-06 17:46:39.719535
533,41,4,2022-09-10 14:08:17.438989
534,856,6,2022-04-03 15:24:31.452308
535,733,8,2023-02-20 13:40:03.992485
536,487,8,2023-11-18 23:23:54.814668
537,664,5,2022-07-24 18:58:05.121532
538,318,1,2023-06-11 06:50:07.614005
539,875,8,2023-08-02 23:42:26.972792
540,636,5,2022-03-18 18:20:03.141149
541,526,4,2023-07-16 18:19:25.880697
542,548,6,2023-02-14 12:00:53.684089
543,492,5,2023-11-30 01:54:07.704951
544,552,4,2023-12-17 09:55:18.810825
545,675,7,2022-04-03 10:24:39.544439
546,522,5,2022-08-19 02:24:53.571466
547,754,2,2022-07-05 23:09:06.063721
548,287,3,2023-06-03 08:19:03.682662
549,31,10,2023-05-21 14:58:54.253387
550,948,8,2022-12-28 14:50:26.384442
551,621,8,2023-12-15 20:01:12.939441
552,777,6,2022-10-14 00:36:34.737976
553,279,6,2022-04-12 16:07:13.308929
554,900,5,2022-06-15 23:07:57.207851
555,839,8,2024-02-28 11:06:27.179754
556,239,10,2022-09-01 13:38:31.290120
557,452,1,2023-06-14 09:35:33.814093
558,849,2,2022-12-08 18:43:25.408132
559,652,8,2022-03-01 08:27:57.017695
560,590,6,2022-05-09 02:14:11.463067
561,446,9,2022-07-14 12:22:47.684317
562,772,5,2024-04-09 22:05:47.951102
563,538,9,2024-03-05 14:49:37.223449
564,760,2,2022-03-30 17:43:51.867518
565,829,5,2022-07-12 01:15:32.127902
566,210,6,2022-09-08 01:52:56.441836
567,307,6,2023-03-09 00:47:24.101616
568,542,9,2024-02-07 02:08:07.303190
569,817,4,2024-03-06 11:26:39.843374
570,754,2,2023-11-29 15:24:45.428990
571,443,8,2024-03-24 21:54:00.193124
572,639,4,2023-10-11 08:40:51.088404
573,386,4,2022-03-13 11:17:46.043968
574,816,6,2022-12-07 00:41:51.160412
575,981,6,2023-06-24 03:21:48.957470
576,294,10,2023-06-29 13:47:42.258977
577,691,2,2023-01-25 22:21:48.676760
578,961,3,2022-02-22 02:09:44.546206
579,653,5,2023-09-06 01:59:21.304427
580,977,2,2023-07-24 08:00:57.645835
581,622,3,2023-08-11 08:32:54.631058
582,879,1,2022-01-18 00:49:20.949340
583,894,6,2023-08-24 10:22:33.193676
584,273,2,2023-10-08 01:00:14.448078
585,601,8,2022-12-19 06:39:41.712130
586,374,2,2022-05-29 21:51:29.420196
587,838,10,2023-03-29 02:54:22.225960
588,616,7,2022-12-24 02:33:24.228647
589,343,2,2022-05-18 05:48:46.468804
590,829,4,2022-11-05 05:41:11.508235
591,539,3,2023-08-19 05:59:21.373728
592,351,10,2022-05-06 19:34:06.433229
593,488,2,2022-07-28 19:25:52.787878
594,383,5,2024-04-03 09:08:03.414267
595,797,9,2023-10-31 12:00:42.260868
596,445,3,2022-11-14 18:27:07.159042
597,261,1,2023-09-07 10:18:31.543353
598,482,10,2022-02-18 23:28:33.967163
599,551,7,2022-12-04 23:15:46.039894
600,783,5,2022-02-12 20:49:46.354827
601,329,10,2022-01-30 18:08:28.070901
602,387,8,2023-02-22 17:28:52.913298
603,683,9,2023-07-20 08:26:01.366112
604,4,8,2022-05-10 10:29:04.947685
605,972,8,2022-10-10 15:17:53.859845
606,817,9,2024-02-01 20:18:46.071005
607,54,7,2024-02-20 22:35:18.551482
608,411,7,2022-06-26 01:10:35.016851
609,303,3,2023-04-25 11:18:39.366583
610,828,10,2023-05-13 10:37:39.473565
611,579,10,2022-08-07 12:51:42.846754
612,879,2,2022-01-24 01:22:33.808772
613,129,9,2023-10-01 20:35:56.265695
614,979,6,2022-01-28 16:17:02.590819
615,603,10,2022-12-18 22:55:58.296907
616,152,1,2022-08-16 15:46:22.048667
617,773,8,2022-02-20 23:37:34.950679
618,117,3,2023-12-28 09:55:41.148437
619,96,6,2024-02-06 12:16:44.597278
620,813,2,2023-04-30 17:07:30.251101
621,490,2,2023-02-11 11:57:43.886831
622,22,9,2023-05-23 01:05:41.109351
623,29,3,2022-01-13 13:25:30.884426
624,840,8,2022-09-23 16:26:19.267815
625,886,2,2023-10-23 17:26:32.370099
626,193,5,2023-03-08 03:38:30.833644
627,970,10,2022-06-03 10:54:52.844234
628,789,2,2023-05-05 09:13:43.022917
629,883,7,2022-12-21 08:42:26.896665
630,617,9,2023-07-23 14:55:09.647187
631,820,3,2022-03-16 11:02:09.919397
632,722,7,2022-07-06 20:48:52.149717
633,410,7,2024-04-14 13:50:47.288186
634,91,8,2023-05-03 15:01:43.495766
